"1261,28","0,1273751","0,1130092","0,04184842","0,1363787","0,1251652","0,1492109","0,02049246","0,04877219","0,04855508","0,02874193","0,04016979","0,0760538","0,02538939","0,04313656","0,04383772","0,02464355","0,08041477","0,05260189","0,02543166","0,0240584","0,03228544","0,0293207","0,06951683","0,0710701","0,02800123","0,05575893","0,05549026","0,04256936","0,05495667","0,05593336","0,02959405","0,0713416","0,07317619","0,02787123","0,06211279","0,06245824","0,02169634","0,06432592","0,06534219","0,01861673","0,02146544","0,02150339","0,03348643","0,03168329","0,03220176","0,02716379","0,05580942","0,05653238","0,08257052","0,06178667","0,07593369","0,0699","0,06770252","0,06504373","0,08184617","0,07607219","0,07188328","0,0739249","0,06815516","0,06226328","0,06804276","0,05961768","0,06000662","0,06372052","0,06306645","0,05988927","0,06058919","0,05764893","0,06123488","0,05937035","0,05892661","0,06571662","0,07262291","0,0641242","0,0699129","0,05779701","0,04654152","0,04687259","0,06858283","0,06697392","0,0585882","0,05677681","0,07552657","0,06942211","0,05283253","0,05261618","0,04810441","0,06363772","0,05848875","0,05776533","0,07308769","0,0863006","0,09110264","0,0874467","0,08370175","0,09051475","0,08389508","0,08823835","0,08080141","0,08706525","0,07597316","0,09288266","0,07807058","0,0807965","0,08491284","0,07964422","0,08532701","0,09680383","0,1057314","0,08426005","0,08503961","0,09733404","0,08149494","0,08465032","0,0997919","0,08359786","0,09151968","0,09573774","0,0989005","0,09121655","0,09433178","0,09983585","0,09453077","0,09553237","0,09513353","0,08596372","0,08352666","0,1083748","0,09666162","0,09319267","0,09701469","0,09378666","0,08600904","0,08342755","0,09799996","0,1037648","0,1006305","0,08098822","0,08513404","0,08273665","0,08325285","0,08640598","0,08386184","0,08507455","0,09585597","0,0706576","0,07912553","0,0595498","0,061113","0,06423851","0,06489897","0,07664978","0,06152382","0,05898001","0,06082277","0,05860739","0,07176468","0,07115518","0,06090164","0,05446415","0,06462789","0,0611172","0,06248127","0,06268299","0,06345879"
"1263,208","0,1217548","0,1077392","0,03979008","0,1535891","0,1427939","0,1780799","0,01905567","0,0466738","0,04635479","0,02717557","0,03801823","0,07221993","0,02386065","0,04083472","0,0414843","0,02329854","0,07636486","0,05007181","0,02403123","0,02286508","0,03059278","0,02778659","0,06631849","0,06762291","0,02691579","0,05385879","0,05353311","0,04089803","0,05276495","0,05390073","0,02838987","0,06879687","0,07064793","0,0267489","0,05960453","0,06004227","0,02090538","0,06193361","0,06295069","0,01786053","0,02081315","0,0210105","0,03156009","0,02949156","0,03013429","0,02576241","0,05235926","0,05310211","0,0782308","0,05875956","0,07195449","0,0659","0,06357995","0,06122637","0,07721099","0,07157928","0,06785136","0,06997226","0,06462408","0,0587379","0,06419426","0,05593939","0,05637737","0,05980397","0,05916804","0,05607147","0,05717383","0,05400694","0,05721708","0,05582977","0,05529493","0,0617728","0,06829016","0,0600947","0,06579477","0,0541813","0,04395004","0,04410288","0,06422511","0,06319849","0,05520542","0,05382083","0,07147123","0,06573008","0,04972544","0,04982765","0,04589517","0,06004075","0,05507303","0,05442693","0,07004335","0,08287281","0,08777824","0,08465865","0,08081856","0,08743459","0,08093312","0,08518746","0,07797708","0,0838096","0,07305966","0,08978837","0,0751864","0,07783777","0,08183029","0,07624573","0,08194604","0,0931142","0,1018276","0,08095041","0,08200354","0,09398697","0,0784362","0,08166055","0,09606757","0,08035573","0,08810898","0,09180871","0,09531596","0,08746227","0,09116431","0,09620351","0,09081119","0,09216911","0,09168866","0,08277959","0,08030589","0,1036426","0,09345622","0,08961187","0,09359279","0,09042905","0,0829328","0,08070032","0,09440087","0,09964617","0,0968365","0,07822512","0,08216718","0,07957194","0,08005904","0,08317129","0,0803574","0,08168566","0,09216674","0,06801013","0,07605522","0,0562412","0,05764953","0,06025306","0,06171215","0,07301152","0,05857436","0,05574447","0,05755741","0,05519992","0,06778926","0,06678122","0,05740585","0,05111236","0,06063331","0,0572438","0,05909988","0,05907585","0,05990285"
"1265,137","0,1193554","0,104805","0,0390443","0,1712092","0,1610935","0,2069593","0,01768494","0,04366457","0,04300799","0,02527057","0,03496657","0,0661637","0,02247113","0,03747533","0,03794801","0,02182754","0,07040441","0,04608214","0,0223741","0,02131264","0,02840631","0,02582556","0,06134351","0,06231686","0,0266767","0,05293675","0,05259512","0,04025732","0,05191359","0,05290857","0,02794656","0,06757246","0,06937946","0,02653308","0,05839577","0,05873512","0,02088542","0,06066009","0,0618128","0,0175741","0,02045655","0,0207035","0,02871803","0,0267441","0,02744514","0,02354596","0,04750429","0,04846712","0,07256197","0,05425728","0,06592479","0,06","0,0575893","0,05544335","0,07168803","0,06588662","0,06222527","0,06402063","0,05872538","0,05293743","0,05803883","0,0504179","0,05067619","0,05419196","0,05329135","0,05075949","0,05177482","0,04838563","0,0513764","0,05064804","0,04973079","0,05556391","0,06198134","0,0542123","0,05985128","0,04890263","0,03990241","0,03985043","0,05789842","0,05725227","0,04936337","0,04860062","0,06494591","0,05986516","0,04522396","0,04550358","0,04210214","0,05393426","0,04949901","0,04860859","0,06762569","0,08062891","0,08587629","0,08304884","0,07910565","0,08571243","0,0792173","0,08356565","0,07642934","0,08217378","0,07167392","0,08801869","0,07323062","0,07626022","0,08016261","0,07468852","0,08034261","0,09146978","0,100121","0,07959856","0,08052564","0,09230716","0,07682849","0,08012172","0,09443945","0,07897464","0,08663575","0,08987602","0,09347106","0,08559672","0,0894651","0,09463833","0,08908358","0,09055474","0,08985838","0,0812694","0,07865421","0,1014605","0,0920964","0,08793567","0,09207477","0,08907814","0,08138143","0,07958312","0,09283638","0,09790127","0,09507809","0,07664566","0,08080867","0,07811017","0,07853115","0,08159833","0,07873614","0,08012503","0,09054185","0,06661018","0,07464401","0,05121073","0,05248436","0,05474246","0,05712859","0,06719089","0,0536137","0,05100864","0,05260858","0,05043821","0,06184573","0,06079327","0,05242674","0,04656461","0,05506231","0,05146055","0,05383883","0,05337965","0,05458948"
"1267,065","0,1196764","0,1044228","0,0391506","0,178707","0,1688783","0,2178856","0,0166591","0,04115706","0,04044708","0,02370675","0,03283376","0,06162496","0,02119979","0,03483508","0,0352922","0,02038733","0,06570048","0,0430284","0,02135443","0,02011818","0,02676902","0,02436183","0,05707905","0,05818845","0,02676419","0,05259789","0,05232574","0,04018131","0,05167509","0,05268078","0,0277892","0,06715113","0,06882657","0,02638676","0,058075","0,05827677","0,02057184","0,06029756","0,06140903","0,017369","0,02035834","0,02043095","0,02647736","0,0248711","0,02556072","0,02173947","0,04385876","0,04487852","0,06844033","0,05045195","0,06124976","0,0554","0,05273146","0,05088472","0,06742941","0,06148782","0,05751727","0,05908345","0,05386258","0,04817508","0,05307122","0,04583179","0,04602091","0,04952318","0,04857776","0,04653595","0,04751142","0,04378666","0,04689433","0,04655657","0,04507852","0,05026963","0,05679675","0,04941457","0,05497393","0,0448811","0,03669086","0,03642468","0,05279032","0,05236024","0,04458003","0,04436717","0,05972602","0,05513006","0,04178312","0,04199319","0,03880297","0,04890508","0,04514711","0,0440138","0,06640269","0,07967674","0,08514944","0,08246654","0,07879449","0,08517734","0,07866028","0,08330008","0,07601176","0,0818723","0,07110666","0,08745428","0,07247129","0,07566755","0,07974003","0,07428055","0,08007582","0,09129529","0,09999742","0,07942133","0,08037542","0,09207305","0,0765648","0,0798252","0,09425768","0,07865158","0,08642752","0,08928669","0,09312447","0,08507185","0,08917512","0,0945121","0,08872085","0,09042309","0,08958739","0,08098247","0,07842591","0,1010461","0,09178189","0,08767906","0,09202895","0,0888419","0,08120364","0,07954237","0,09286162","0,09784162","0,09488314","0,07632942","0,08062935","0,07798124","0,07822691","0,08141085","0,07849824","0,07977857","0,09039641","0,06633254","0,0744577","0,04731607","0,04841189","0,05041961","0,05374223","0,06251154","0,04949689","0,04721027","0,04863116","0,04661548","0,05713638","0,05597199","0,04858939","0,04294247","0,05077562","0,04710438","0,04967257","0,04897903","0,05046188"
"1268,994","0,1227336","0,1065651","0,04029134","0,1731589","0,1636332","0,2087503","0,01590089","0,0394743","0,03888957","0,02275159","0,03153789","0,05869795","0,02025616","0,03306277","0,03367569","0,01987535","0,06238078","0,04086435","0,02084791","0,01938302","0,02569495","0,02364979","0,05404619","0,05530532","0,02694931","0,05312809","0,0531327","0,04076058","0,05213639","0,05337609","0,0282774","0,06795956","0,0695437","0,02663699","0,05874624","0,05900305","0,02063782","0,06097965","0,06217292","0,01773381","0,02056587","0,02072862","0,02494398","0,02400878","0,024398","0,02083672","0,04146775","0,04255832","0,06642848","0,04803675","0,0583003","0,0521","0,04940302","0,04749357","0,0648331","0,05863727","0,05450074","0,05608082","0,05086222","0,04539729","0,04988233","0,04301256","0,04313502","0,04644476","0,04580252","0,04383263","0,04438867","0,04052153","0,04372045","0,04398542","0,04223216","0,04704681","0,05366","0,04645976","0,05182768","0,04228326","0,0345193","0,03423799","0,04920292","0,04881345","0,04121127","0,04119002","0,05587054","0,05161545","0,03943294","0,03942194","0,03643538","0,04527374","0,0419549","0,04071083","0,0660792","0,07981692","0,08565059","0,08300881","0,07938573","0,08570476","0,07930347","0,08411038","0,07667365","0,08238085","0,07182546","0,08825735","0,07305566","0,07622457","0,08045529","0,07484595","0,08091907","0,09232601","0,1012658","0,08017544","0,08151453","0,09319415","0,0770576","0,08065221","0,09543693","0,0792777","0,08726823","0,09031335","0,09428155","0,0859208","0,09010364","0,09561504","0,08968632","0,09138942","0,09062402","0,08164715","0,07924005","0,1022097","0,09268168","0,08878031","0,09321867","0,08969406","0,08210301","0,08048508","0,09431695","0,09912578","0,09620793","0,07693437","0,08155483","0,0788734","0,0790593","0,08241502","0,07953151","0,08074011","0,09163735","0,06709749","0,07534524","0,04473423","0,04561092","0,04750074","0,05140605","0,0590773","0,04630377","0,0447368","0,04615565","0,04401673","0,05423513","0,05276461","0,04633957","0,04030974","0,04797243","0,04432457","0,04694771","0,0462957","0,04770069"
"1270,922","0,1280432","0,1111271","0,04234703","0,1591199","0,1504819","0,1890004","0,01525574","0,03881688","0,03834374","0,02193375","0,03029875","0,0563619","0,01953622","0,03157182","0,03232256","0,01928131","0,05981587","0,0392863","0,02034827","0,01871428","0,02479893","0,02299995","0,05179001","0,05301806","0,02717031","0,05478001","0,05457005","0,04176776","0,05355687","0,05484166","0,02901882","0,06973091","0,07146576","0,02731178","0,06047039","0,06071263","0,02106851","0,06250033","0,06383925","0,01813499","0,02107773","0,02138005","0,02378781","0,02317491","0,02354326","0,02010406","0,03975925","0,04088626","0,06558031","0,04653057","0,05630942","0,0497","0,04728541","0,04531515","0,0636915","0,05686658","0,05264599","0,05420592","0,04891491","0,04347856","0,04770046","0,04113305","0,04116788","0,04429646","0,04381862","0,04209254","0,04197994","0,03837541","0,04146509","0,0423635","0,04040602","0,04494555","0,05163889","0,04454049","0,04970749","0,04033614","0,03291174","0,03274221","0,04679225","0,04637761","0,03894788","0,03889534","0,05308118","0,049034","0,03784854","0,03756066","0,03479179","0,04289412","0,03963396","0,03830414","0,06684973","0,08155071","0,08758439","0,08489829","0,08117189","0,08772751","0,08112767","0,08606749","0,07838745","0,08438879","0,07387819","0,09052989","0,07483205","0,07819667","0,08259191","0,07666946","0,08289735","0,09477123","0,1040256","0,08209144","0,08376684","0,09560823","0,07874773","0,082697","0,09791738","0,08111377","0,08934128","0,09252711","0,09674761","0,08791449","0,09232273","0,09807678","0,09193718","0,09335606","0,09277394","0,08342691","0,08122409","0,1046818","0,09505718","0,09106516","0,09556557","0,09186073","0,08397246","0,08250384","0,09696378","0,1018486","0,09887408","0,07845438","0,08356337","0,08096714","0,08097688","0,08467274","0,08172701","0,08311982","0,09425318","0,06878014","0,07738224","0,04264052","0,04358825","0,04535484","0,04960455","0,05631535","0,04402308","0,04299628","0,04430413","0,0420813","0,05201853","0,05062332","0,04466989","0,03833538","0,04597","0,04231905","0,04494599","0,04426116","0,04563977"
"1272,851","0,1362521","0,1190687","0,04599347","0,1371394","0,1291468","0,159425","0,01442277","0,03885989","0,03853046","0,02094359","0,02888593","0,05381307","0,01874981","0,0300197","0,03075773","0,01812048","0,05720407","0,03764307","0,01961698","0,01811561","0,02359287","0,02191852","0,04957703","0,05068684","0,02840133","0,0577335","0,05732818","0,04336288","0,05650898","0,0576462","0,03031694","0,07308357","0,07511246","0,02857023","0,06375432","0,06404502","0,02205878","0,06565353","0,06717325","0,01875081","0,02222391","0,02238069","0,02278005","0,0217139","0,02232317","0,01921291","0,03782317","0,03878486","0,0649012","0,0450365","0,05447279","0,0475","0,04526955","0,04358668","0,06276442","0,05481527","0,05035646","0,05191946","0,04686983","0,04154347","0,04536977","0,03905246","0,03925635","0,04206787","0,04168656","0,0400705","0,039906","0,03658516","0,0393381","0,04031425","0,03842956","0,04285535","0,0493195","0,04230922","0,04733462","0,03803711","0,03131612","0,03111393","0,04458814","0,04426901","0,03719553","0,03700556","0,05088077","0,04672882","0,03603159","0,03575779","0,03349327","0,04094361","0,0377289","0,0365387","0,07027642","0,08582372","0,09212897","0,08929606","0,08578166","0,0927652","0,08545321","0,09066398","0,08268674","0,08901244","0,07790611","0,09580809","0,07923082","0,08284542","0,08723594","0,08076337","0,08732778","0,1001168","0,1096756","0,08639118","0,08821947","0,1007718","0,08312475","0,08717159","0,103004","0,08520282","0,09372022","0,09724736","0,1016934","0,09255648","0,09724069","0,1028521","0,09671097","0,09823458","0,09764463","0,08792605","0,08548363","0,109662","0,09957457","0,09558287","0,1004191","0,09682921","0,08849176","0,08702942","0,1020671","0,1071453","0,1041639","0,08246542","0,08820619","0,08530531","0,08507282","0,08931563","0,08619326","0,08796626","0,09962783","0,07287881","0,08186889","0,04022285","0,04138683","0,04277443","0,04895051","0,0542227","0,04256746","0,0408357","0,04182398","0,0396288","0,04911458","0,04804264","0,04223969","0,03610198","0,04360449","0,04033715","0,04278909","0,0421549","0,04321199"
"1274,78","0,1481719","0,1304874","0,05168878","0,1137897","0,1064054","0,1286586","0,01363416","0,03878243","0,03851373","0,0199797","0,02760753","0,05144316","0,01792202","0,02857083","0,02923187","0,0171003","0,05461254","0,03584735","0,01881544","0,0174931","0,02238331","0,02074374","0,04735827","0,04820232","0,03045578","0,06240415","0,06231131","0,04619991","0,06127875","0,0625394","0,03289465","0,07904786","0,08124395","0,03088593","0,06943373","0,06969699","0,02372726","0,07126015","0,07298827","0,02006804","0,0240764","0,02420376","0,02168258","0,02046895","0,02090893","0,0182903","0,03596363","0,03659482","0,06464338","0,0437262","0,05272641","0,0455","0,04328622","0,04186867","0,06211799","0,05250279","0,04805722","0,04972157","0,04504904","0,03990168","0,04318655","0,03718134","0,03745659","0,04004812","0,03957022","0,03789829","0,03818557","0,03475517","0,03749498","0,03812519","0,03665903","0,04082693","0,04706841","0,04014235","0,044866","0,03596133","0,02993872","0,02964609","0,04245432","0,04221851","0,03555111","0,03518544","0,04883511","0,04452753","0,03419884","0,03421469","0,0323896","0,03912453","0,03582612","0,03505043","0,0758419","0,09278091","0,09964417","0,09633473","0,09289739","0,1005132","0,09260724","0,0980166","0,08985841","0,09649082","0,08454379","0,1043682","0,08668268","0,09040335","0,09460171","0,08745368","0,09480119","0,1087212","0,1185278","0,09343062","0,09525003","0,1089043","0,09014825","0,09436224","0,1114141","0,09210934","0,1009688","0,105451","0,1098608","0,1006622","0,1050909","0,110657","0,1046761","0,1062165","0,1058614","0,09562028","0,09229679","0,1181884","0,1069461","0,1029244","0,1081547","0,1047828","0,09620801","0,09400211","0,1101512","0,1158103","0,1127324","0,08928087","0,09531765","0,09230667","0,09199774","0,09678913","0,09389232","0,09562074","0,1081141","0,0794055","0,08911523","0,03815315","0,03932134","0,04041948","0,04895796","0,05241728","0,04122303","0,0389979","0,03954336","0,03722906","0,04652035","0,04573161","0,04002193","0,03416296","0,04161625","0,03881323","0,04123068","0,04046908","0,04116379"
"1276,708","0,1621589","0,1437134","0,05816231","0,0937712","0,08709708","0,102128","0,01315965","0,03867032","0,03840632","0,01923071","0,02635493","0,04936935","0,01730903","0,02739563","0,02781873","0,01636252","0,05219292","0,03435506","0,01814497","0,0168413","0,02150213","0,0198596","0,04528845","0,04603196","0,0332922","0,06907985","0,0691745","0,05061078","0,06781921","0,0692784","0,03665095","0,08731644","0,08976062","0,03412744","0,07724285","0,07755341","0,02631708","0,07912645","0,08105786","0,02215476","0,02644479","0,02665063","0,02044252","0,01952995","0,01972245","0,0173431","0,03422813","0,03479502","0,06508295","0,04264534","0,0511238","0,0438","0,04149301","0,04047948","0,06238827","0,05088252","0,04635542","0,04782112","0,04358587","0,03834116","0,0412841","0,03548606","0,03575257","0,03808203","0,03758107","0,03594884","0,03665438","0,03324284","0,03612452","0,03630197","0,0350838","0,03903078","0,04496594","0,03829068","0,04266099","0,03439039","0,02870359","0,02847873","0,04072429","0,04055129","0,03401125","0,03351564","0,04694059","0,04242557","0,03275732","0,03289962","0,03128336","0,037525","0,03417063","0,03358562","0,08311516","0,1018913","0,1095413","0,1052261","0,1015629","0,1098923","0,1016545","0,1071613","0,09919681","0,1065597","0,09364108","0,115242","0,09643695","0,09994607","0,1042128","0,09658542","0,1045107","0,1197384","0,1301855","0,1027374","0,1042331","0,1193125","0,09902883","0,1036204","0,1226868","0,1017782","0,1108004","0,1167177","0,1204486","0,1116543","0,1151325","0,1211561","0,115207","0,1163755","0,1163623","0,1055194","0,1011924","0,1304443","0,116861","0,1129078","0,1181106","0,1150278","0,1059457","0,1026545","0,1207989","0,1274416","0,123803","0,09808251","0,104349","0,101741","0,1014573","0,1065707","0,1042012","0,1056221","0,1188988","0,08752862","0,09845295","0,03653647","0,037692","0,0385973","0,04881831","0,05037276","0,03957933","0,03759205","0,03783618","0,03534202","0,04440545","0,04395466","0,03836853","0,03279766","0,0400111","0,03743261","0,03984491","0,03895346","0,03959094"
"1278,637","0,1706475","0,151674","0,06122423","0,07739361","0,07129974","0,08037458","0,01258192","0,0386793","0,03836867","0,0186021","0,02526534","0,04744068","0,01678261","0,02646909","0,02678065","0,01573853","0,05029146","0,033228","0,01762313","0,0161898","0,02069561","0,01927948","0,04350361","0,04450481","0,03540593","0,07382993","0,07390247","0,05379717","0,07296138","0,07425704","0,03927201","0,09365617","0,0963236","0,03618938","0,08297311","0,08353894","0,02808521","0,08508104","0,08700177","0,02360774","0,02826884","0,02831831","0,01950111","0,01873649","0,01918766","0,01654136","0,03276779","0,03359725","0,06549157","0,04169652","0,04984962","0,0423","0,03992438","0,03931518","0,06266025","0,04969374","0,04504797","0,04621778","0,04233012","0,03711028","0,0399108","0,03408045","0,03449821","0,03669659","0,03609993","0,03459716","0,03538256","0,03209229","0,03480683","0,03501384","0,03388427","0,03790925","0,04333253","0,0369649","0,04114267","0,03299517","0,02763087","0,02746943","0,03929806","0,03922657","0,03281896","0,03201406","0,04524786","0,04064846","0,03150551","0,03170738","0,03031435","0,0359506","0,03267629","0,03216168","0,08901875","0,1090829","0,117015","0,1118924","0,1081392","0,1170897","0,1086653","0,1140881","0,1064955","0,1142686","0,100742","0,1234525","0,1038625","0,1073052","0,111644","0,1040383","0,1119335","0,1277155","0,1390612","0,110142","0,1110489","0,1272569","0,1059909","0,1107026","0,1314012","0,1093934","0,1185884","0,1256628","0,1286407","0,1205689","0,1228745","0,1290241","0,1233627","0,1243138","0,1241935","0,1132602","0,1080968","0,1403861","0,124645","0,1208893","0,1256591","0,1226587","0,1130867","0,1090208","0,1288851","0,136323","0,1320318","0,1047297","0,1110099","0,108993","0,1089615","0,1139669","0,1118973","0,1130821","0,1270294","0,09375878","0,1054608","0,03512102","0,03636155","0,03717842","0,04856705","0,04857691","0,03814183","0,03631252","0,03652738","0,03392855","0,04284295","0,0424111","0,03701959","0,03175611","0,03861056","0,03622391","0,03858057","0,03774083","0,03831674"
"1280,565","0,1666216","0,1479123","0,05801762","0,06608313","0,06065864","0,06612885","0,01233842","0,03780401","0,037496","0,0183876","0,02460771","0,04609809","0,01646919","0,02572054","0,02623693","0,01554624","0,04888595","0,03230943","0,01732503","0,01586982","0,02000638","0,0188389","0,04224805","0,0431621","0,03469416","0,0725857","0,07242818","0,0532212","0,07233041","0,07344058","0,03895926","0,09296552","0,09553167","0,03582842","0,08225198","0,08272082","0,02776974","0,08419323","0,08579474","0,02334095","0,02795158","0,02789147","0,01895175","0,01838338","0,01891628","0,01622935","0,03176064","0,03265258","0,06395198","0,04045079","0,04857872","0,041","0,03849186","0,03807368","0,06129726","0,04814772","0,0435913","0,04483506","0,04095733","0,03591562","0,03871563","0,03294091","0,03340419","0,03572203","0,03490908","0,0335447","0,03414507","0,03100516","0,03352809","0,03400537","0,0328711","0,03675393","0,04206045","0,03593548","0,0398967","0,03185722","0,02688907","0,02660148","0,03807136","0,03799505","0,03148428","0,03055036","0,04373635","0,03916648","0,03070265","0,03074924","0,02944266","0,03455643","0,0314131","0,03095375","0,0887767","0,108579","0,1163931","0,1110401","0,1076462","0,1166529","0,1083916","0,1135214","0,1060927","0,1137596","0,100321","0,1224069","0,1034104","0,1068753","0,111008","0,1037369","0,1111954","0,1266828","0,1378528","0,1098841","0,1103423","0,1264035","0,1055119","0,1101454","0,1303735","0,1089971","0,1183223","0,1252694","0,1279826","0,1200263","0,1222418","0,1279561","0,1228895","0,1235657","0,1232809","0,1128251","0,1074879","0,1403342","0,1241154","0,1204765","0,1245516","0,1213414","0,1121851","0,1079904","0,1273582","0,1352525","0,1309184","0,1041901","0,1100166","0,108201","0,1085581","0,1128875","0,1109495","0,1119889","0,1258375","0,09313219","0,104475","0,03393661","0,03520808","0,03602123","0,0473218","0,04711967","0,03678119","0,03520732","0,03546197","0,0329996","0,04153873","0,04123946","0,03600132","0,03095663","0,03764799","0,03533544","0,03765702","0,0368112","0,03711832"
"1282,494","0,1534857","0,1359711","0,05159273","0,06041212","0,0553535","0,059718","0,01217486","0,03659724","0,03607858","0,01805961","0,02391568","0,0446383","0,01608127","0,02491366","0,02545537","0,01539654","0,04755335","0,03135611","0,01707024","0,01557196","0,01956988","0,01834536","0,04113174","0,04178096","0,03233745","0,06727127","0,06697017","0,04996863","0,06721313","0,06827969","0,03610619","0,08683715","0,08899431","0,03345136","0,07653266","0,07684581","0,02592192","0,07832698","0,07948511","0,02172581","0,02592351","0,02598144","0,0183278","0,01796488","0,01832991","0,01581622","0,0308807","0,03162263","0,06069057","0,03882576","0,04686569","0,0398","0,03719445","0,03698777","0,05823853","0,04628954","0,04172286","0,04333908","0,03965334","0,03456243","0,03735305","0,03189701","0,03233895","0,03456031","0,03370817","0,03243555","0,03303156","0,02993542","0,03238614","0,03284701","0,03178766","0,03531685","0,04084069","0,03478996","0,03864069","0,03096068","0,02614015","0,02588366","0,03688726","0,03683983","0,03033286","0,02954348","0,04264523","0,03804645","0,03003862","0,02989019","0,0286408","0,03350919","0,03046111","0,03008659","0,08349838","0,1016094","0,1091662","0,1044676","0,1012608","0,1099507","0,1019998","0,1066324","0,09932448","0,1064331","0,09392218","0,1142617","0,09693789","0,09972958","0,1039178","0,09692907","0,1038262","0,1184276","0,1282575","0,1028591","0,1032951","0,1183191","0,09888972","0,1032517","0,1216642","0,1021485","0,1112193","0,1169317","0,1198588","0,1117856","0,1144873","0,1198007","0,1150462","0,1157193","0,1155526","0,1054781","0,1007836","0,1314095","0,1164272","0,112839","0,1166938","0,1131744","0,1050822","0,1010569","0,1187214","0,1262333","0,1223472","0,09794677","0,1028978","0,1009372","0,1015959","0,1053766","0,103438","0,1043923","0,117268","0,08689988","0,09730864","0,03306664","0,03426724","0,03500019","0,04541921","0,04574369","0,0358539","0,03426351","0,03430253","0,03211052","0,04024154","0,04006615","0,03499103","0,03014597","0,0367042","0,03430117","0,03664421","0,03597508","0,03592836"
"1284,422","0,1387582","0,1224456","0,04524532","0,05921581","0,0542399","0,05825191","0,01193969","0,0351771","0,03445921","0,0175158","0,02320343","0,04311267","0,01560658","0,02403028","0,0244959","0,01504926","0,04595247","0,03013304","0,01696132","0,01537082","0,01936283","0,01804086","0,03941984","0,04029476","0,03027978","0,06165975","0,06148278","0,04640748","0,06147938","0,06278008","0,03328877","0,07979529","0,08174517","0,03088604","0,0698818","0,07037109","0,02391879","0,07185955","0,07286823","0,0202565","0,02390416","0,02388739","0,01755185","0,01730217","0,01763921","0,01507571","0,02975963","0,03049982","0,05715947","0,0369417","0,04482048","0,0381","0,0359213","0,03565771","0,05496927","0,04440163","0,03986176","0,04158431","0,03815992","0,03314173","0,03577862","0,0307375","0,03113333","0,03323572","0,03268269","0,03126652","0,03174374","0,02869538","0,03106442","0,03175183","0,03060337","0,03399735","0,03941088","0,03344069","0,03709635","0,0296407","0,02511407","0,02489899","0,03535409","0,03532512","0,0290574","0,02847516","0,04107029","0,03665102","0,02892035","0,0288667","0,02766202","0,03218167","0,02908556","0,02866494","0,07666574","0,0929361","0,1001117","0,09635339","0,09309203","0,1011839","0,09373581","0,09800436","0,09097344","0,0972671","0,08596595","0,1042988","0,08847892","0,09097564","0,09509009","0,08879629","0,09504176","0,1082332","0,1170702","0,09415279","0,0946837","0,1085467","0,09087678","0,09467846","0,1115248","0,09375973","0,1023362","0,1069841","0,1101725","0,1021259","0,1051103","0,1100373","0,1054801","0,1064865","0,1061299","0,09671858","0,09257903","0,1205002","0,1073104","0,1036041","0,1075278","0,1037254","0,09635438","0,09256902","0,1089035","0,1158297","0,1122439","0,09025547","0,09450082","0,09265416","0,09350705","0,09656158","0,09442401","0,09538154","0,1072345","0,07944047","0,08886699","0,03181265","0,03309481","0,03379318","0,04311804","0,04414549","0,03463555","0,03297218","0,03299156","0,03092201","0,03895829","0,03867437","0,03384193","0,02909615","0,0353377","0,03285906","0,03531901","0,03466437","0,03457344"
"1286,351","0,1247838","0,109517","0,03980969","0,0609634","0,05594938","0,05987212","0,01185858","0,03355902","0,03299803","0,01722087","0,02270595","0,04202698","0,01537422","0,02363184","0,02384335","0,01473729","0,04482768","0,02931017","0,01690403","0,01530959","0,01906311","0,01789948","0,03818756","0,03920583","0,02810868","0,05679388","0,05676005","0,0431011","0,0564963","0,05776866","0,03100235","0,07360859","0,07533369","0,02878264","0,06403473","0,06457993","0,0222207","0,06603345","0,06716393","0,01915819","0,02223807","0,02219019","0,01668829","0,01686979","0,01730541","0,01431338","0,02893402","0,02968689","0,05421429","0,0356916","0,0432118","0,037","0,03503183","0,03459583","0,05234813","0,04298143","0,03870552","0,04031054","0,03685159","0,03209689","0,03478586","0,02992771","0,03044817","0,03244583","0,03195874","0,03049481","0,03078142","0,02776567","0,03017336","0,03113272","0,02963733","0,03314477","0,03841316","0,03242848","0,03606324","0,0285128","0,02430351","0,02394558","0,03435327","0,03411876","0,02798458","0,02734072","0,03977453","0,03540021","0,02785653","0,02806449","0,02661473","0,03105534","0,02798752","0,02707287","0,06974604","0,08457237","0,0916405","0,08856757","0,08500016","0,0922679","0,08546717","0,08962958","0,08268353","0,08857878","0,07803882","0,09469602","0,0798978","0,08260594","0,08648729","0,08084758","0,08658806","0,09836181","0,1068501","0,08575618","0,08621548","0,09912557","0,08276339","0,08614223","0,101567","0,08533983","0,09332833","0,0976519","0,1007283","0,09281664","0,09606001","0,1008159","0,09628101","0,0974766","0,09682503","0,08812505","0,08455148","0,110356","0,09851883","0,09488792","0,09850457","0,09475091","0,08754122","0,084488","0,09943928","0,1056456","0,1024314","0,08261263","0,08651713","0,08464154","0,08564672","0,08795855","0,0858253","0,08676213","0,09745716","0,07213198","0,08075348","0,03094329","0,03233391","0,03297586","0,04051578","0,04239298","0,03317513","0,0321882","0,03238796","0,03028333","0,03829933","0,0379684","0,03335277","0,02840897","0,03463914","0,03212054","0,03452278","0,03369664","0,03386207"
